,id,name,genre_google,artist,genre_wiki,genre_merge
519,815,Killswitch Engage,"['progressive metal', 'metal']",killswitch engage,['metalcore'],"['progressive metal', 'metal', 'metalcore']"
520,816,A Day to Remember,,a day to remember,"['post-hardcore', 'metalcore', 'pop punk']","['post-hardcore', 'metalcore', 'pop punk']"
521,818,36 Crazyfists,"['groove metal', 'metal']",36 crazyfists,"['metalcore', 'post-hardcore', 'alternative metal', 'nu metal']","['groove metal', 'metal', 'metalcore', 'post-hardcore', 'alternative metal', 'nu metal']"
522,819,Avatar,"['action', 'science fiction', 'fantasy', 'adventure', 'epic']",avatar,,"['action', 'science fiction', 'fantasy', 'adventure', 'epic']"
523,820,At the Gates,"['death metal', 'rock']",at the gates,"['melodic death metal', 'death metal']","['death metal', 'rock', 'melodic death metal', 'death metal']"
524,821,Amon Amarth,"['death metal', 'metal']",amon amarth,['melodic death metal'],"['death metal', 'metal', 'melodic death metal']"
525,823,August Burns Red,"['death metal', 'progressive metal', 'metal']",august burns red,"['melodic metalcore', 'christian metal', 'metalcore']","['death metal', 'progressive metal', 'metal', 'melodic metalcore', 'christian metal', 'metalcore']"
526,824,Ensiferum,"['death metal', 'metal']",ensiferum,"['folk metal', 'viking metal', 'power metal', 'melodic death metal']","['death metal', 'metal', 'folk metal', 'viking metal', 'power metal', 'melodic death metal']"
527,825,Whitechapel,"['death metal', 'metal', 'alternative/indie']",whitechapel,,"['death metal', 'metal', 'alternative/indie']"
528,826,Divine Heresy,"['death metal', 'groove metal', 'metal']",divine heresy,"['metalcore', 'technical death metal', 'groove metal']","['death metal', 'groove metal', 'metal', 'metalcore', 'technical death metal', 'groove metal']"
529,828,From a Second Story Window,"['death metal', 'progressive metal', 'alternative/indie']",from a second story window,"['deathcore', 'mathcore', 'metalcore']","['death metal', 'progressive metal', 'alternative/indie', 'deathcore', 'mathcore', 'metalcore']"
530,829,It Prevails,,it prevails,"['melodic hardcore', 'metalcore']","['melodic hardcore', 'metalcore']"
531,830,Atreyu,"['rock', 'hip-hop/rap']",atreyu,"['metalcore', 'post-hardcore', 'alternative metal', 'melodic metalcore']","['rock', 'hip-hop/rap', 'metalcore', 'post-hardcore', 'alternative metal', 'melodic metalcore']"
532,831,Emmure,,emmure,"['deathcore', 'metalcore', 'nu metal']","['deathcore', 'metalcore', 'nu metal']"
533,832,I Killed the Prom Queen,"['death metal', 'metal']",i killed the prom queen,['metalcore'],"['death metal', 'metal', 'metalcore']"
534,834,Five Finger Death Punch,"['groove metal', 'rock']",five finger death punch,"['alternative metal', 'thrash metal', 'heavy metal music', 'hard rock', 'groove metal']","['groove metal', 'rock', 'alternative metal', 'thrash metal', 'heavy metal music', 'hard rock', 'groove metal']"
535,835,Scar Symmetry,"['progressive metal', 'metal']",scar symmetry,"['progressive metal', 'melodic death metal']","['progressive metal', 'metal', 'progressive metal', 'melodic death metal']"
536,837,Eluveitie,"['metal', 'rock']",eluveitie,"['celtic metal', 'melodic death metal', 'folk metal']","['metal', 'rock', 'celtic metal', 'melodic death metal', 'folk metal']"
537,839,All Shall Perish,"['death metal', 'metal']",all shall perish,['deathcore'],"['death metal', 'metal', 'deathcore']"
538,840,Millencolin,,millencolin,"['ska punk', 'punk rock', 'skate punk']","['ska punk', 'punk rock', 'skate punk']"
539,841,Slayer,"['groove metal', 'rock', 'dance/electronic']",slayer,['thrash metal'],"['groove metal', 'rock', 'dance/electronic', 'thrash metal']"
540,842,Despised Icon,,despised icon,['deathcore'],['deathcore']
541,843,Pantera,"['groove metal', 'metal', 'rock']",pantera,"['glam metal', 'groove metal', 'thrash metal', 'heavy metal music']","['groove metal', 'metal', 'rock', 'glam metal', 'groove metal', 'thrash metal', 'heavy metal music']"
542,844,Pain Confessor,,pain confessor,"['metalcore', 'melodic death metal']","['metalcore', 'melodic death metal']"
543,845,The Dillinger Escape Plan,"['progressive metal', 'metal']",the dillinger escape plan,"['experimental metal', 'metalcore', 'grindcore', 'mathcore', 'progressive metal']","['progressive metal', 'metal', 'experimental metal', 'metalcore', 'grindcore', 'mathcore', 'progressive metal']"
544,846,Lamb of God,"['death metal', 'groove metal', 'metal', 'rock']",lamb of god,,"['death metal', 'groove metal', 'metal', 'rock']"
545,849,Feed Her To The Sharks,,feed her to the sharks,['metalcore'],['metalcore']
546,850,Haste the Day,,haste the day,"['christian metal', 'metalcore']","['christian metal', 'metalcore']"
547,851,Manic Street Preachers,,manic street preachers,"['hard rock', 'punk rock', 'alternative rock', 'glam rock']","['hard rock', 'punk rock', 'alternative rock', 'glam rock']"
548,852,The Stranglers,,the stranglers,"['new wave music', 'pub rock (united kingdom)', 'post-punk', 'punk rock']","['new wave music', 'pub rock (united kingdom)', 'post-punk', 'punk rock']"
549,853,Therapy?,"['rock', 'hip-hop/rap']",therapy?,,"['rock', 'hip-hop/rap']"
550,854,Alice in Chains,"['alternative rock', 'traditional heavy metal', 'sludge metal', 'rock', 'hard rock']",alice in chains,"['hard rock', 'alternative metal', 'grunge', 'heavy metal music', 'sludge metal']","['alternative rock', 'traditional heavy metal', 'sludge metal', 'rock', 'hard rock', 'hard rock', 'alternative metal', 'grunge', 'heavy metal music', 'sludge metal']"
551,855,Jane's Addiction,,jane's addiction,"['funk metal', 'alternative rock', 'psychedelic rock', 'neo-psychedelia', 'alternative metal']","['funk metal', 'alternative rock', 'psychedelic rock', 'neo-psychedelia', 'alternative metal']"
552,856,Soundgarden,,soundgarden,"['alternative rock', 'heavy metal music', 'grunge', 'hard rock', 'alternative metal']","['alternative rock', 'heavy metal music', 'grunge', 'hard rock', 'alternative metal']"
553,857,The Clash,,the clash,"['post-punk', 'experimental rock', 'punk rock', 'new wave music']","['post-punk', 'experimental rock', 'punk rock', 'new wave music']"
554,858,PJ Harvey,"['dance/electronic', 'alternative/indie']",pj harvey,"['avant-rock', 'folk rock', 'punk blues', 'indie rock', 'alternative rock', 'art rock']","['dance/electronic', 'alternative/indie', 'avant-rock', 'folk rock', 'punk blues', 'indie rock', 'alternative rock', 'art rock']"
555,859,Pixies,"['alternative/indie', 'rock']",pixies,,"['alternative/indie', 'rock']"
556,860,Stone Temple Pilots,,stone temple pilots,"['alternative metal', 'alternative rock', 'hard rock', 'grunge']","['alternative metal', 'alternative rock', 'hard rock', 'grunge']"
557,861,Killing Joke,"['dance/electronic', 'rock']",killing joke,"['industrial rock', 'synth-pop', 'post-punk', 'new wave music', 'gothic rock', 'industrial metal']","['dance/electronic', 'rock', 'industrial rock', 'synth-pop', 'post-punk', 'new wave music', 'gothic rock', 'industrial metal']"
558,862,Primal Scream,"['dance/electronic', 'pop']",primal scream,"['indie pop', 'alternative dance', 'electronica', 'house music', 'alternative rock', 'neo-psychedelia']","['dance/electronic', 'pop', 'indie pop', 'alternative dance', 'electronica', 'house music', 'alternative rock', 'neo-psychedelia']"
559,863,The Velvet Underground,,the velvet underground,"['avant-garde music', 'art rock', 'proto-punk', 'experimental rock']","['avant-garde music', 'art rock', 'proto-punk', 'experimental rock']"
560,864,Ministry,"['rock', 'dance/electronic']",ministry,,"['rock', 'dance/electronic']"
561,865,Republika,"['rock', 'pop']",republika,,"['rock', 'pop']"
562,866,Virgin Prunes,,virgin prunes,['post-punk'],['post-punk']
563,867,Nick Cave and the Bad Seeds,,nick cave and the bad seeds,"['post-punk', 'art rock', 'gothic rock', 'alternative rock', 'experimental rock']","['post-punk', 'art rock', 'gothic rock', 'alternative rock', 'experimental rock']"
564,868,The Doors,,the doors,"['acid rock', 'blues rock', 'psychedelic rock']","['acid rock', 'blues rock', 'psychedelic rock']"
565,870,Skeletal Family,,skeletal family,"['deathrock', 'gothic rock', 'post-punk']","['deathrock', 'gothic rock', 'post-punk']"
566,872,Closterkeller,,closterkeller,['gothic rock'],['gothic rock']
567,873,Porno for Pyros,,porno for pyros,['alternative rock'],['alternative rock']
568,874,Roxy Music,"['country music', 'rock']",roxy music,"['art pop', 'new wave music', 'glam rock', 'pop rock', 'soft rock', 'progressive rock', 'art rock']","['country music', 'rock', 'art pop', 'new wave music', 'glam rock', 'pop rock', 'soft rock', 'progressive rock', 'art rock']"
569,876,Revolting Cocks,"['rock', 'hip-hop/rap']",revolting cocks,,"['rock', 'hip-hop/rap']"
570,880,Nitzer Ebb,,nitzer ebb,"['electronic body music', 'industrial dance', 'electronic music', 'industrial rock']","['electronic body music', 'industrial dance', 'electronic music', 'industrial rock']"
571,881,Kyuss,,kyuss,"['stoner rock', 'heavy metal music']","['stoner rock', 'heavy metal music']"
572,882,The Jesus Lizard,,the jesus lizard,"['noise rock', 'post-hardcore', 'alternative rock']","['noise rock', 'post-hardcore', 'alternative rock']"
573,883,Tiamat,"['death metal', 'progressive metal', 'metal']",tiamat,,"['death metal', 'progressive metal', 'metal']"
574,885,Tracy Chapman,"['folk music', 'blues rock', 'pop music', 'soul music']",tracy chapman,"['blues rock', 'soul music', 'folk music', 'pop music']","['folk music', 'blues rock', 'pop music', 'soul music', 'blues rock', 'soul music', 'folk music', 'pop music']"
575,886,Dragonette,,dragonette,"['synth-pop', 'electropop', 'dance-pop', 'new wave music', 'dance-rock']","['synth-pop', 'electropop', 'dance-pop', 'new wave music', 'dance-rock']"
576,889,Cyndi Lauper,"['new wave', 'pop music', 'rock', 'synth-pop', 'soul music']",cyndi lauper,,"['new wave', 'pop music', 'rock', 'synth-pop', 'soul music']"
577,892,Dixie Chicks,"['country music', 'country']",dixie chicks,,"['country music', 'country']"
578,894,Sneaky Sound System,,sneaky sound system,"['electropop', 'dance music', 'electro house']","['electropop', 'dance music', 'electro house']"
579,895,Chew Lips,,chew lips,"['dance-punk', 'synthpop', 'electro music', 'drone (music)']","['dance-punk', 'synthpop', 'electro music', 'drone (music)']"
580,896,Noisettes,"['dance/electronic', 'pop']",noisettes,,"['dance/electronic', 'pop']"
581,898,Tegan and Sara,,tegan and sara,"['indie rock', 'synthpop', 'pop music', 'indie pop', 'indie folk']","['indie rock', 'synthpop', 'pop music', 'indie pop', 'indie folk']"
582,899,Missy Higgins,,missy higgins,"['acoustic music', 'independent music']","['acoustic music', 'independent music']"
583,900,Annie Lennox,"['pop', 'dance/electronic']",annie lennox,"['synth-pop', 'electronica', 'jazz', 'pop rock', 'new wave music', 'contemporary r&b', 'pop music', 'adult contemporary music', 'blue-eyed soul', 'soul music', 'rock music']","['pop', 'dance/electronic', 'synth-pop', 'electronica', 'jazz', 'pop rock', 'new wave music', 'contemporary r&b', 'pop music', 'adult contemporary music', 'blue-eyed soul', 'soul music', 'rock music']"
584,903,Amy Winehouse,"['soul music', 'blue-eyed soul', 'neo soul', 'rhythm and blues', 'jazz']",amy winehouse,,"['soul music', 'blue-eyed soul', 'neo soul', 'rhythm and blues', 'jazz']"
585,904,Rogue Traders,"['electronic dance music', 'dance/electronic', 'pop']",rogue traders,"['new wave music', 'electropop', 'dance-pop', 'electronic rock', 'pop rock']","['electronic dance music', 'dance/electronic', 'pop', 'new wave music', 'electropop', 'dance-pop', 'electronic rock', 'pop rock']"
586,905,Crowded House,,crowded house,"['alternative rock', 'new wave music', 'jangle pop', 'rock music', 'pop rock', 'indie rock']","['alternative rock', 'new wave music', 'jangle pop', 'rock music', 'pop rock', 'indie rock']"
587,907,Timbaland,"['electronic dance music', 'dance/electronic']",timbaland,,"['electronic dance music', 'dance/electronic']"
588,910,John Williams,"['classical', 'pop']",john williams,,"['classical', 'pop']"
589,914,Medina,"['pop', 'electronic dance music', 'hip-hop/rap']",medina,,"['pop', 'electronic dance music', 'hip-hop/rap']"
590,915,Alexandra Burke,"['electronic dance music', 'pop']",alexandra burke,,"['electronic dance music', 'pop']"
591,917,Iron Maiden,"['progressive metal', 'rock']",iron maiden,['heavy metal music'],"['progressive metal', 'rock', 'heavy metal music']"
592,918,Megadeth,"['progressive metal', 'metal']",megadeth,"['speed metal', 'heavy metal music', 'thrash metal']","['progressive metal', 'metal', 'speed metal', 'heavy metal music', 'thrash metal']"
593,919,Savatage,"['progressive metal', 'metal', 'rock']",savatage,"['heavy metal music', 'power metal', 'progressive metal', 'symphonic metal']","['progressive metal', 'metal', 'rock', 'heavy metal music', 'power metal', 'progressive metal', 'symphonic metal']"
594,920,Dream Theater,"['progressive metal', 'rock']",dream theater,"['progressive metal', 'progressive rock']","['progressive metal', 'rock', 'progressive metal', 'progressive rock']"
595,921,Circle II Circle,"['progressive metal', 'metal']",circle ii circle,"['power metal', 'progressive metal', 'heavy metal music']","['progressive metal', 'metal', 'power metal', 'progressive metal', 'heavy metal music']"
596,922,Bruce Dickinson,"['progressive metal', 'metal']",bruce dickinson,"['hard rock', 'heavy metal music']","['progressive metal', 'metal', 'hard rock', 'heavy metal music']"
597,923,Children of Bodom,"['death metal', 'metal']",children of bodom,"['melodic death metal', 'power metal']","['death metal', 'metal', 'melodic death metal', 'power metal']"
598,924,Angra,"['progressive metal', 'rock']",angra,,"['progressive metal', 'rock']"
599,925,Andre Matos,"['metal', 'progressive metal']",andre matos,,"['metal', 'progressive metal']"
600,926,Shaaman,"['metal', 'progressive metal']",shaaman,,"['metal', 'progressive metal']"
601,928,Helloween,"['progressive metal', 'rock']",helloween,"['power metal', 'speed metal']","['progressive metal', 'rock', 'power metal', 'speed metal']"
602,930,Nightwish,,nightwish,"['folk metal', 'symphonic metal', 'gothic metal', 'power metal']","['folk metal', 'symphonic metal', 'gothic metal', 'power metal']"
603,931,Dr. Sin,"['rock', 'progressive metal']",dr. sin,"['progressive metal', 'heavy metal music', 'hard rock']","['rock', 'progressive metal', 'progressive metal', 'heavy metal music', 'hard rock']"
604,932,Matanza,"['rock', 'metal']",matanza,,"['rock', 'metal']"
605,933,Wizards,"['action', 'adventure', 'science fiction', 'animation', 'fantasy']",wizards,,"['action', 'adventure', 'science fiction', 'animation', 'fantasy']"
606,934,Angel Dust,"['progressive metal', 'metal', 'hip-hop/rap', 'new age']",angel dust,,"['progressive metal', 'metal', 'hip-hop/rap', 'new age']"
607,936,Kamelot,"['progressive metal', 'metal', 'rock']",kamelot,"['heavy metal music', 'progressive metal', 'symphonic metal', 'power metal']","['progressive metal', 'metal', 'rock', 'heavy metal music', 'progressive metal', 'symphonic metal', 'power metal']"
608,937,Stratovarius,"['progressive metal', 'metal']",stratovarius,"['symphonic metal', 'hard rock', 'neoclassical metal', 'power metal', 'progressive metal']","['progressive metal', 'metal', 'symphonic metal', 'hard rock', 'neoclassical metal', 'power metal', 'progressive metal']"
609,938,Hibria,"['metal', 'rock', 'pop']",hibria,"['power metal', 'speed metal']","['metal', 'rock', 'pop', 'power metal', 'speed metal']"
610,939,Mindflow,"['progressive metal', 'dance/electronic']",mindflow,,"['progressive metal', 'dance/electronic']"
611,940,Rage,"['progressive metal', 'rock']",rage,,"['progressive metal', 'rock']"
612,941,Tribuzy,,tribuzy,"['heavy metal music', 'power metal']","['heavy metal music', 'power metal']"
613,942,Iced Earth,"['progressive metal', 'metal']",iced earth,"['speed metal', 'thrash metal', 'heavy metal music', 'power metal']","['progressive metal', 'metal', 'speed metal', 'thrash metal', 'heavy metal music', 'power metal']"
