Column1,Column2
abingdon_boys_school,"['Alternative_rock', 'Electronic_rock']"
yellowcard,"['Alternative_rock', 'Emo_pop', 'Hardcore_punk', 'Pop_punk']"
disciple,
a_skylit_drive,"['Metalcore', 'Post-hardcore', 'Screamo']"
d2,
dope,
shane_dawson,
flow,
audioslave,"['Alternative_metal', 'Post-grunge', 'Alternative_rock', 'Hard_rock']"
hoobastank,"['Ska_punk', 'Funk_metal', 'Post-grunge', 'Alternative_rock', 'Nu_metal']"
the_frames,"['Folk_music', 'Indie_rock', 'Rock_music']"
???????,
access,
devo,"['Synth-pop', 'Post-punk', 'Art_punk', 'New_wave_music', 'Electronic_rock', 'Art_pop']"
split_enz,"['Post-punk', 'Art_rock', 'New_wave_music', 'Pop_rock']"
fashion,
xtc,
pseudo_echo,"['New_wave_music', 'Synthpop', 'Electronic_rock']"
the_cars,"['New_wave_music', 'Power_pop']"
midnight_oil,"['Alternative_rock', 'Hard_rock', 'New_wave_music', 'Post-punk']"
dead_or_alive,
gary_numan,
shriekback,"['Post-punk', 'New_wave_music']"
wire,
oingo_boingo,"['New_wave_music', 'Ska']"
sparks,
thomas_dolby,"['New_wave_music', 'Synthpop']"
eurythmics,"['Synth-pop', 'Dance-rock', 'New_wave_music']"
yellow_magic_orchestra,
models,
visage,
magazine,
john_foxx,"['New_wave_music', 'Art_rock', 'Electronic_music', 'Synthpop', 'Ambient_music', 'Post-punk']"
landscape,
scritti_politti,
yello,"['Downtempo', 'Ambient_music', 'Techno', 'Electronic_dance_music', 'New_wave_music', 'Synth-pop']"
they_might_be_giants,"['Alternative_rock', ""Children's_music"", 'Indie_rock', 'Experimental_rock']"
new_musik,"['New_wave_music', 'Synthpop']"
shinee,"['Funk_rock', 'Hip_hop_music', 'Electronic_Dance_Music', 'Contemporary_R&B', 'J-pop', 'K-pop']"
shinedown,"['Alternative_rock', 'Hard_rock', 'Post-grunge', 'Alternative_metal']"
????,
mehdi,
????,
???,
the_gazette,
see-saw,
????,
the_69_eyes,"['Glam_metal', 'Hard_rock', 'Glam_rock', 'Rock_and_roll', 'Gothic_metal', 'Gothic_rock']"
ayabie,"['Pop_rock', 'Alternative_rock']"
charon,
????,
high_and_mighty_color,
????,
audiomachine,
rie_fu,['Folk_music']
???????,
fool's_garden,
lovex,"['Glam_rock', 'Glam_metal']"
asian_kung-fu_generation,"['Indie_rock', 'Pop_punk', 'Power_pop', 'Alternative_rock']"
sugizo,"['Psychedelic_music', 'Rock_music', 'Electronica', 'Heavy_metal_music', 'Experimental_music', 'World_music', 'Ambient_music']"
poisonblack,"['Heavy_metal_music', 'Gothic_metal']"
acid_black_cherry,"['Pop_rock', 'Hard_rock', 'Progressive_rock', 'Alternative_rock']"
???,
adele,
solange,
jennifer_hudson,
michelle_williams,
stand_up_to_cancer,
ana_carolina;_seu_jorge,
teyana_taylor,
gnarls_barkley,"['Neo_soul', 'Alternative_rock', 'Psychedelic_soul']"
guru_josh_project,
flying_lotus,"['Jazz_rap', 'Intelligent_dance_music', 'Electronic_music', 'Hip_hop_music', 'Lo-fi_music', 'Experimental_music']"
the_mountain_goats,
daedelus,
madlib,"['Soul_music', 'Psychedelic_music', 'Funk', 'Electronic_music', 'Hip_hop_music', 'Jazz_fusion', 'Instrumental_hip_hop', 'Jazz']"
neutral_milk_hotel,"['Psychedelic_folk', 'Lo-fi_music', 'Indie_rock']"
quasimoto,"['Trip_hop', 'Psychedelic_hip_hop', 'Alternative_hip_hop', 'Instrumental_hip_hop']"
okkervil_river,"['Indie_rock', 'Alternative_country', 'Folk_rock']"
madvillain,
pomegranates,
raekwon,['Hip_hop_music']
onra,"['Hip_hop_music', 'Electro_(music)']"
yeasayer,"['Experimental_rock', 'Progressive_rock', 'Worldbeat', 'Psychedelic_pop']"
blk_jks,"['Experimental_rock', 'Progressive_rock', 'Alternative_rock']"
mount_kimbie,"['Electronica', 'Techno', 'Hip_hop', 'Post-punk']"
pavement,
the_flaming_lips,"['Alternative_rock', 'Post-punk', 'Psychedelic_rock', 'Experimental_rock']"
blu_&_exile,['Hip_hop_music']
lightspeed_champion,
actress,
king_geedorah,
mf_doom,"['Underground_hip_hop', 'Alternative_hip_hop']"
deerhunter,"['Art_rock', 'Noise_rock', 'Psychedelic_pop', 'Indie_rock', 'Experimental_rock', 'Garage_rock']"
four_tet,
someone_still_loves_you_boris_yeltsin,
guilty_simpson,['Hip_Hop_music']
baaba_maal_&_mansour_seck,
prefuse_73,
the_avalanches,"['Plunderphonics', 'Hip_hop_music', 'Dance_music', 'Electronic_music', 'Sampledelia', 'Disco', 'Neo-psychedelia']"
laura_marling,"['Folk_rock', 'Folk_music']"
k'naan,"['World_music', 'Alternative_rock', 'Alternative_hip_hop', 'Reggae_fusion']"
aloe_blacc,
rage_against_the_machine,"['Alternative_metal', 'Funk_metal', 'Rap_metal', 'Rap_rock', 'Nu_metal', 'Hard_rock']"
o.s.t.r.,
the_black_keys,"['Garage_rock', 'Indie_rock', 'Blues_rock']"
the_raconteurs,"['Garage_rock', 'Blues_rock', 'Alternative_rock', 'Indie_rock']"
cool_kids_of_death,['Alternative_rock']
cypress_hill,"['Gangsta_rap', 'Experimental_hip_hop', 'Latin_hip_hop', 'Trip_hop', 'Hip_hop_music', 'Rap_metal', 'Nu_metal', 'West_coast_hip_hop', 'Rap_rock', 'Hardcore_hip_hop']"
czes?aw_?piewa,['Alternative_rock']
kult,
muchy,
the_knife,"['Experimental_music', 'Synth-pop', 'Electronic_music']"
pid?ama_porno,
chris_cornell,
metronomy,"['Wonky_pop', 'Electronic_rock', 'Nu-disco', 'Indietronica', 'New_wave_music', 'Indie_pop']"
dick4dick,
the_subways,"['Post-grunge', 'Garage_rock', 'Alternative_rock', 'Indie_rock', 'Punk_rock', 'Post-punk_revival']"
paktofonika,['Hip_hop_music']
fever_ray,
the_von_bondies,"['Indie_rock', 'Post-punk_revival', 'Punk_blues', 'Alternative_rock', 'Garage_rock']"
king_diamond,"['Hard_rock', 'Heavy_metal_music', 'Gothic_metal', 'Shock_rock', 'Speed_metal']"
falconer,
devin_townsend,
vanden_plas,
allen/lande,
dragonland,"['Symphonic_metal', 'Power_metal']"
liquid_tension_experiment,
stemage,"['Heavy_metal_music', 'Video_game_music', 'Space_rock']"
???????,
al_di_meola,"['Jazz', 'World_fusion', 'Jazz_fusion', 'World_music']"
john_petrucci,"['Progressive_metal', 'Instrumental_rock', 'Progressive_rock', 'Heavy_metal_music']"
spock's_beard,['Progressive_rock']
jorn,
shadow_gallery,"['Progressive_metal', 'Progressive_rock']"
pain_of_salvation,"['Progressive_metal', 'Progressive_rock']"
random,
don_ross,
dragonforce,"['Power_metal', 'Speed_metal']"
russell_allen,"['Progressive_metal', 'Power_metal', 'Hard_rock']"
rampkorv,
key,
blue_öyster_cult,
lacuna_coil,"['Gothic_metal', 'Alternative_metal']"
axenstar,['Power_metal']
transatlantic,
eureka_seven,
september,
stacie_orrico,"['Pop_music', 'Contemporary_Christian_music', 'Contemporary_R&B']"
leighton_meester,
victoria_beckham,
melanie_c,
gloria_estefan,"['Latin_pop', 'Dance-pop']"
emma_bunton,
simon_curtis,
the_residents,"['Avant-garde_music', 'Multimedia_art', 'Noise_rock', 'Experimental_music', 'Avant-pop']"
frankie_goes_to_hollywood,"['Dance-pop', 'Synth-pop', 'New_wave_music', 'Dance-rock', 'Hi-NRG']"
??????,
madness,
coil,
bee_gees,"['Soft_rock', 'Rock_music', 'Pop_music', 'Disco', 'Soul_music']"
die_apokalyptischen_reiter,"['Avant-garde_metal', 'Symphonic_metal', 'Folk_metal', 'Heavy_metal_music', 'Power_metal', 'Melodic_death_metal', 'Thrash_metal', 'Neue_Deutsche_Härte']"
ska-p,"['Punk_rock', 'Ska', 'Two-tone_(music_genre)', 'Alternative_rock', 'Reggae', 'Ska_punk']"
los_fastidios,
steve_jablonsky,"['Alternative_rock', 'Film_score', 'Video_game_score', 'Electronic_music', 'Post-rock', 'Classical_music']"
the_business,
tuxedomoon,"['New_wave_music', 'Synth-punk', 'Experimental_music', 'Post-punk']"
in_extremo,"['Folk_metal', 'Neo-Medieval_music', 'Medieval_metal', 'Folk_rock']"
deutsch_amerikanische_freundschaft,
luciano_pavarotti,
[:sitd:],
spk,
cabaret_voltaire,
sarah_brightman,
immediate_music,
alessandro_safina,"['Classical_crossover', 'Operatic_pop']"
andrea_bocelli,"['Easy_listening', 'Crossover_music', 'Traditional_pop', 'Operatic_pop', 'Latin_pop']"
riccardo_cocciante,
sarah_brightman_&_andrea_bocelli,
il_divo,
josh_groban,"['Operatic_pop', 'Pop_rock', 'Easy_listening', 'Soft_rock', 'Jazz', 'Adult_contemporary_music', 'Vocal_music']"
susan_boyle,['Operatic_pop']
cristian_castro,"['Pop_rock', 'Latin_rock', 'Latin_pop', 'Bolero', 'Alternative_rock', 'Mariachi', 'Soft_rock']"
emma_shapplin,"['Electronic_music', 'Neoclassical_(New_Age)', 'Operatic_pop']"
andrew_lloyd_webber,
adela_popescu,
midnight_hour,
marger,
vanessa-mae,
cirque_du_soleil,
petra_berger,
in_this_moment,"['Metalcore', 'Industrial_metal', 'Nu_metal', 'Gothic_metal', 'Alternative_metal', 'Hard_rock']"
anastasia_lazariuc,
ana_gabriel,"['Latin_pop', 'Latin_rock', 'Mariachi']"
marco_antonio_solís,
rhydian,
lara_fabian,
yiruma,
stream_of_passion,"['Progressive_metal', 'Gothic_metal', 'Symphonic_metal']"
vasco_rossi,"['Pop_rock', 'Hard_rock']"
michael_giacchino,"['Jazz', 'Film_score', 'Soundtrack']"
keedie,
giorgia_fumanti,"['Operatic_pop', 'Crossover_(music)']"
david_bustamante,"['Latin_music_(genre)', 'Pop_music']"
gregorian,
katherine_jenkins,"['Operatic_pop', 'Pop_music', 'Crossover_music']"
vega_4,
daniela_castro,
sissel,
nx_zero,"['Alternative_rock', 'Emo', 'Melodic_hardcore']"
dev,
marjorie_estiano,['Pop_rock']
m.i.a.,
dj_earworm,
the_cataracs,"['Electronic_music', 'Synth-pop', 'Hip_hop_music', 'Electro_house', 'Hyphy']"
perfume,
aural_vampire,"['Darkwave', 'Electronica']"
alan,
???,
unlimits,
4minute,"['K-pop', 'Hip_hop_music', 'Contemporary_R&B', 'Dance-pop']"
????,
versailles,
boa,
aira_mitsuki,"['Vocal_trance', 'Synthpop', 'Electronica']"
exist†trace,
brown_eyed_girls,"['K-pop', 'Contemporary_R&B', 'Dance-pop']"
kara,
??,
d'espairsray,"['Nu_metal', 'Industrial_metal', 'Gothic_metal', 'Alternative_metal']"
capsule,
????,
-oz-,
?????,
aqua_timez,"['Alternative_rock', 'Electronic_rock', 'Pop_rock', 'Rock_music', 'J-pop']"
u-kiss,"['J-pop', 'K-pop']"
??,
oreskaband,"['Japanese_ska', 'Pop_punk', 'Ska_punk', 'Two-tone_(music_genre)']"
asriel,
kaya,
?????,
????,
heidi.,
?????,
saori@destiny,"['Vocal_trance', 'Experimental_music', 'House_music', 'Electro_music', 'Contemporary_R&B', 'Electronica', 'Synthpop']"
kalafina,['Anison']
???,
immi,
?????????,
iu,
ok_go,"['Indie_pop', 'Pop_rock', 'Indie_rock', 'Alternative_rock', 'Power_pop']"
miles_kane,"['Mod_revival', 'Chamber_pop', 'Garage_rock', 'Indie_rock']"
alex_turner,
benjamin_biolay,
darwin_deez,"['Indie_pop', 'Indie_rock']"
annoying_orange,
the_turtles,"['Sunshine_pop', 'Psychedelic_pop', 'Pop_rock', 'Folk_rock']"
the_rascals,"['Pop_music', 'Rock_music', 'Blue-eyed_soul']"
royal_republic,"['Hard_rock', 'Rock_and_roll', 'Garage_rock', 'Alternative_rock']"
brandon_flowers,"['Alternative_rock', 'Indie_rock', 'New_wave_music', 'Heartland_rock', 'Synth-pop', 'Pop_rock', 'Post-punk_revival']"
dirty_pretty_things,
dizzee_rascal,"['UK_garage', 'Grime_(music_genre)', 'British_hip_hop']"
milburn,
julian_casablancas,
chiddy_bang,
serge_gainsbourg,
two_door_cinema_club,"['Post-punk_revival', 'Indie_rock', 'Indie_pop', 'Dance-punk']"
memorial_beach,
beach_house,"['Neo-psychedelia', 'Indie_rock', 'Dream_pop', 'Shoegazing']"
the_bottletop_band,"['Brazilian_rock', 'Indie_rock']"
bill_elm_and_woody_jackson,
sahara_hotnights,"['Indie_rock', 'Garage_rock_revival']"
devildriver,"['Groove_metal', 'Melodic_death_metal']"
?????_????,
b._fleischmann,
afx,
total,
2h_company,
booka_shade,"['Tech_house', 'House_music', 'Minimal_techno']"
fightstar,"['Emo', 'Alternative_rock', 'Heavy_metal_music', 'Post-hardcore', 'Alternative_metal']"
meshuggah,"['Progressive_metal', 'Avant-garde_metal', 'Extreme_metal']"
electric_birds,
current_value,"['Darkstep', 'Dubstep', 'Drum_and_bass', 'Techstep', 'Neurofunk']"
jane_air,"['Alternative_metal', 'Post-hardcore', 'Emo', 'Alternative_rock', 'Nu_metal', 'Trip_hop']"
psychostick,"['Comedy_rock', 'Nu_metal', 'Metalcore', 'Thrash_metal', 'Funk_metal', 'Hardcore_punk', 'Heavy_metal_music', 'Alternative_metal']"
?????_???????_???????_?????,
christian_kleine,"['Intelligent_dance_music', 'Electronica']"
mujuice,
???????_????,
maroon,
wisp,
alarm_will_sound,"['Experimental_music', 'Intelligent_dance_music', 'European_classical_music']"
e-sex-t,
ovuca,
enduser,
architect,
fink,
american_head_charge,"['Nu_metal', 'Industrial_metal']"
dagoba,
neurocoders,
integral,
gojira,
limewax,"['Darkstep', 'Drum_and_bass', 'Skullstep', 'Breakcore', 'Techstep', 'Hardstep']"
edit,
etta_james,"['Rhythm_and_blues', 'Jazz', 'Gospel_music', 'Rock_and_roll', 'Soul_music', 'Blues']"
michael_bublé,
katie_stevens,
michael_jackson_&_britney_spears,
50_cent,
"marc_seales,_composer._new_stories._ernie_watts,_saxophone.",
aaryn_doyle,
lisa_marie_presley,
heart,
maysa,
?fi,
blind_witness,"['Metalcore', 'Deathcore']"
stick_to_your_guns,
bury_tomorrow,"['Melodic_metalcore', 'Post-hardcore', 'Metalcore']"
buried_in_verona,
war_of_ages,"['Metalcore', 'Christian_metal']"
more_than_a_thousand,"['Post-hardcore', 'Metalcore', 'Alternative_metal']"
miss_may_i,"['Melodic_death_metal', 'Thrash_metal', 'Metalcore']"
?????,
the_hysteria,
sarah_where_is_my_tea,
gallows,
stan_marsh,
the_eyes_of_a_traitor,"['Melodic_hardcore', 'Progressive_metal', 'Melodic_death_metal', 'Metalcore']"
50_kreon_50,
we_butter_the_bread_with_butter,"['Comedy_rock', 'Deathcore', 'Electronicore']"
soulcount,
dead_silence_hides_my_cries,
abandon_all_ships,"['Metalcore', 'Electronicore', 'Crabcore']"
of_mice_&_men,
main-de-gloire,
chevelle,
the_mess,['Pop_music']
compelled_to_comply,
it_dies_today,['Metalcore']
attack_attack!,
austrian_death_machine,
disdained_grace,
woe_is_me,
the_word_alive,"['Alternative_metal', 'Metalcore', 'Post-hardcore']"
deception_of_a_ghost,
fall_to_the_queen,
aelpéacha,
mr._criminal,
b.g._knocc_out_&_dresta,
aaliyah,
lil_1/2_dead,
bone_thugs-n-harmony,"['Hip_hop_music', 'Contemporary_R&B', 'Gangsta_rap']"
too_$hort,
alkpote,
seth_gueko,['French_rap']
snoop_dogg,
eazy-e,
csrd,
dj_quik,['Hip_hop_music']
roi_heenok,['Hip_Hop_music']
spice_1,"['Horrorcore', 'Gangsta_rap', 'Hip_hop_music']"
mr._capone-e,"['Gangsta_rap', 'Chicano_rap', 'Hip_Hop']"
booba,"['Trap_music_(hip_hop)', 'Gangsta_rap', 'French_rap']"
southcide_13,
kokane,"['Rhythm_and_blues', 'G-funk', 'West_Coast_hip_hop']"
ice_cube,
busta_flex,
above_the_law,
ant_banks,['Hip_hop_music']
unité_2_feu,
nate_dogg,"['West_Coast_hip_hop', 'Hip_hop_soul', 'Contemporary_R&B', 'G-funk']"
wiz_khalifa,
swift_guad,
alborosie,"['Dancehall', 'Dub_music', 'Reggae']"
yella,
orelsan,['French_hip_hop']
dr._dre,
domino,
compton's_most_wanted,"['Gangsta_rap', 'G-funk', 'West_Coast_hip_hop']"
lunatic,
n.w.a,"['Gangsta_rap', 'West_Coast_hip_hop']"
mobb_deep,"['Hip_hop_music', 'Gangsta_rap', 'Hardcore_hip_hop']"
warren_g,"['West_Coast_hip_hop', 'G-funk', 'Hip_hop_music']"
brotha_lynch_hung,"['Hardcore_hip_hop', 'Hip_hop_music', 'Gangsta_rap', 'Horrorcore']"
mc_eiht,"['Hip_hop_music', 'West_Coast_hip_hop', 'Gangsta_rap']"
mr._x,
lil_cuete,
2nd_ii_none,['Hip_hop_music']
msj,
k-dee,
les_sales_blancs,
foesum,"['Gangsta_rap', 'G-funk', 'West_Coast_hip_hop']"
big_moves,
land_of_talk,['Indie_rock']
simon_&_garfunkel,['Folk_rock']
kind_of_like_spitting,"['Indie_rock', 'Emo']"
maps_&_atlases,"['Alternative_rock', 'Indie_rock', 'Math_rock']"
dirty_projectors,"['Art_rock', 'Indie_rock', 'Indietronica', 'Alternative_R&B']"
page_france,"['Indie_pop', 'Indie_folk']"
the_octopus_project,"['Experimental_music', 'Indie_pop', 'Psychedelic_pop', 'Electronica', 'Nintendocore']"
death_from_above_1979,
alban_berg_quartet,
tera_melos,['Math_rock']
werner_haas/orchestre_national_de_l'opéra_de_monte-carlo/alceo_galliera,
werner_haas,
pedro_the_lion,"['Indie_rock', 'Slowcore', 'Emo']"
feist,
lake,
the_microphones,
the_apples_in_stereo,"['Indie_pop', 'Psychedelic_pop', 'Power_pop', 'Indie_rock']"
deerhoof,"['Noise_music', 'Punk_rock', 'Experimental_pop', 'Indie_rock']"
born_ruffians,"['Indie_rock', 'Post-punk_revival']"
things_people_say,
broken_social_scene_presents:_brendan_canning,
the_american_analog_set,"['Slowcore', 'Post-rock', 'Lo-fi', 'Indie_rock']"
big_weird_dutch_people,
dirty_projectors_+_björk,
django_reinhardt,"['Jazz', 'Bebop', 'Gypsy_jazz', 'Romani_music']"
stereolab,"['Post-rock', 'Indie_pop', 'Avant-pop', 'Electronic_music']"
sky_larkin,
no_kids,
bill_evans,"['Jazz', 'Third_stream', 'Cool_jazz', 'Post-bop', 'Modal_jazz']"
jean-yves_thibaudet,
braid,
reverie_sound_revue,['Indie_rock']
joe_pass,['Jazz']
apostle_of_hustle,['Indie_rock']
sezen_aksu,
zeki_müren,
ezginin_günlü?ü,
ajda_pekkan,
nazan_öncel,"['Pop_rock', 'Pop_music']"
haris_alexiou,"['Folk_music', 'Éntekhno', 'Rebetiko', 'Laïkó']"
yeni_türkü,
i?lhan_i?rem,['Symphonic_rock']
mikis_theodorakis,['20th-century_classical_music']
zülfü_livaneli,
bar??_manço,
hande_yener,
y?ld?z_tilbe,
kostas_pavlidis,
ahmet_kaya,"['Azerbaijani_music', 'Turkish_music', 'Kurdish_music']"
amália_rodrigues,['Fado']
cem_karaca,"['Hard_rock', 'Psychedelic_rock', 'Symphonic_rock', 'Progressive_rock', 'Anatolian_rock', 'Protest_song', 'Alternative_rock']"
mazhar_fuat_özkan,
mor_ve_ötesi,"['Experimental_rock', 'Alternative_rock']"
sertab_erener,
nükhet_duru,"['Pop_music', 'Jazz', 'Electronic_music', 'Ottoman_classical_music']"
nilüfer,
candan_erçetin,
müzeyyen_senar,['Ottoman_classical_music']
zerrin_özer,"['Ottoman_classical_music', 'Pop-folk', 'Anatolian_rock', 'Turkish_folk_music', 'Turkish_pop_music', 'Arabesque_(Turkish_music)']"
baba_zula,
umay_umay,
mehmet_güreli,
loyko,
funda_arar,
hümeyra,
selda_ba?can,"['Turkish_folk_music', 'Folk_rock', 'Protest_music', 'Psychedelic_folk']"
goran_bregovi?,
yasmin_levy,"['Flamenco_music', 'World_music', 'Sephardic_music']"
zuhal_olcay,
emel_say?n,['Turkish_music']
levent_yüksel,"['Jazz', 'Pop_music', 'Folk_music', 'Folk_pop', 'Alternative_rock']"
françoise_atlan,"['Andalusian_classical_music', 'Sephardic_music']"
erkin_koray,['Anatolian_rock']
dü?_soka??_sakinleri,
?ebnem_ferah,"['Hard_rock', 'Alternative_metal', 'Pop_rock', 'Alternative_rock']"
teoman,
marissa_nadler,"['Ambient_music', 'Americana_(music)', 'Black_metal', 'Indie_folk', 'Indie_rock', 'Dream_pop', 'Folk_music']"
twisted_sister,"['Heavy_metal_music', 'Glam_metal', 'Hard_rock']"
dio,
kiss,
massacration,"['Speed_metal', 'Glam_metal', 'Comedy_rock', 'Thrash_metal', 'Power_metal', 'Heavy_metal_music']"
dee_snider,
aerosmith,"['Hard_rock', 'Blues_rock', 'Glam_metal', 'Heavy_metal_music', 'Rock_and_roll']"
van_halen,"['Heavy_metal_music', 'Hard_rock', 'Glam_metal']"
desperado,
hollywood_rose,"['Heavy_metal_music', 'Hard_rock']"
buckcherry,['Hard_rock']
joan_jett,
creed,
highway,
pariisin_kevät,"['Indie_rock', 'Electronic_music', 'Indie_pop']"
von_hertzen_brothers,"['Psychedelic_rock', 'Hard_rock', 'Progressive_rock']"
michael_monroe,"['Glam_rock', 'Glam_metal', 'Hard_rock', 'Glam_punk', 'Punk_rock']"
the_wildhearts,"['Alternative_rock', 'Heavy_metal_music', 'Power_pop', 'Punk_rock', 'Hard_rock']"
uniklubi,"['Hard_rock', 'Alternative_rock']"
cmx,
airbourne,
d-a-d,
monster_magnet,"['Heavy_metal_music', 'Stoner_rock', 'Hard_rock', 'Psychedelic_rock']"
hardcore_superstar,"['Hard_rock', 'Glam_metal', 'Heavy_metal_music']"
the_hellacopters,"['Hard_rock', 'Garage_punk_(fusion_genre)', 'Garage_rock', 'Post-punk_revival']"
audrey_horne,
karnivool,"['Alternative_metal', 'Progressive_rock', 'Progressive_metal', 'Nu_metal']"
tuvalu,
animal_alpha,['Alternative_metal']
type_o_negative,"['Doom_metal', 'Gothic_metal']"
amorphis,"['Power_metal', 'Melodic_death_metal', 'Death_metal', 'Progressive_metal', 'Folk_metal', 'Death-doom']"
day_eleven,
backyard_babies,"['Punk_rock', 'Hard_rock', 'Glam_punk']"
danko_jones,"['Garage_punk_(fusion_genre)', 'Blues_punk', 'Blues_rock', 'Garage_rock', 'Hard_rock']"
ghost_brigade,
primus,
jenni_vartiainen,"['Folk_music', 'Synthpop', 'Dance-pop']"
sara,
neaera,
trivium,
godsmack,"['Nu_metal', 'Alternative_metal', 'Heavy_metal_music', 'Post-grunge', 'Hard_rock']"
dethklok,"['Melodic_death_metal', 'Death_metal']"
the_crimson_armada,"['Deathcore', 'Metalcore']"
amatory,
